1.3.1.9,0
2.3.1.255,1
3.6.3.16,2
3.1.1.78,3
6.3.2.27,4
3.5.4.36,5
6.3.5.2,6
4.2.1.113,7
1.5.1.45,8
1.1.1.26,9
3.6.3.31,10
3.4.24.-,11
2.4.1.208,12
3.4.24.86,13
4.2.1.152,14
1.1.1.335,15
2.1.1.43,16
1.10.3.10,17
2.7.1.177,18
3.4.11.25,19
4.1.1.8,20
4.99.1.11,21
6.3.4.3,22
6.3.4.4,23
1.14.15.14,24
4.3.99.-,25
2.3.1.117,26
3.4.23.49,27
6.4.1.5,28
2.4.1.80,29
2.7.1.66,30
1.3.1.42,31
2.7.7.7,32
1.2.1.54,33
2.7.1.95,34
2.7.4.25,35
4.1.1.74,36
1.5.1.33,37
1.1.1.132,38
1.14.15.29,39
2.3.1.157,40
2.7.1.-,41
6.1.1.7,42
2.1.1.264,43
3.1.1.68,44
3.1.2.28,45
6.3.1.-,46
3.5.1.89,47
3.1.1.75,48
5.2.1.4,49
3.5.1.42,50
2.8.1.9,51
2.7.1.172,52
4.2.2.7,53
2.7.11.12,54
5.6.1.7,55
1.1.3.46,56
4.3.1.16,57
1.6.3.-,58
5.3.1.12,59
1.5.3.19,60
1.14.13.38,61
5.4.3.2,62
1.1.1.310,63
2.4.1.4,64
1.4.1.16,65
1.13.11.5,66
2.4.1.129,67
3.1.3.27,68
1.5.1.36,69
1.5.98.1,70
2.5.1.75,71
1.2.2.1,72
1.14.19.41,73
1.15.1.1,74
1.5.-.-,75
3.4.13.-,76
5.4.2.9,77
3.5.99.5,78
3.1.1.88,79
1.12.7.2,80
4.1.2.42,81
2.4.1.182,82
1.3.1.-,83
2.7.1.17,84
5.3.1.28,85
2.7.8.11,86
1.16.1.3,87
3.6.1.-,88
4.5.1.3,89
2.7.1.151,90
4.1.1.75,91
1.1.1.23,92
3.13.1.9,93
2.4.2.29,94
4.2.1.84,95
3.4.21.5,96
3.4.24.75,97
4.4.1.11,98
3.4.25.2,99
4.2.1.68,100
6.3.4.21,101
1.14.99.36,102
2.8.3.9,103
2.1.1.179,104
1.1.5.13,105
3.6.1.57,106
2.6.1.113,107
3.2.1.42,108
1.2.1.19,109
5.1.3.23,110
2.7.11.17,111
5.4.99.23,112
4.4.1.16,113
1.4.1.23,114
1.2.4.1,115
2.3.1.9,116
2.1.1.186,117
1.5.5.1,118
1.14.13.227,119
2.7.10.-,120
2.7.8.42,121
5.6.1.6,122
2.8.3.15,123
4.3.1.18,124
2.3.1.247,125
4.3.1.28,126
4.2.3.121,127
3.4.17.19,128
6.3.5.10,129
1.1.1.328,130
1.1.1.363,131
2.3.1.193,132
3.4.14.1,133
3.4.14.12,134
1.1.1.394,135
1.1.5.4,136
3.6.1.26,137
1.2.1.21,138
3.4.17.18,139
3.4.24.64,140
2.7.7.53,141
2.3.1.89,142
2.5.1.16,143
2.7.11.31,144
2.4.2.7,145
5.1.3.8,146
5.5.1.6,147
1.1.1.205,148
2.1.1.189,149
3.4.23.43,150
3.6.1.28,151
1.14.13.171,152
2.8.3.18,153
1.4.99.-,154
2.5.1.151,155
2.5.1.41,156
3.4.24.59,157
5.1.99.8,158
4.1.2.50,159
1.10.3.14,160
2.7.1.92,161
2.7.7.3,162
2.7.1.28,163
3.1.1.17,164
2.7.11.19,165
3.1.13.4,166
4.2.3.115,167
2.8.3.17,168
4.1.1.21,169
2.7.4.23,170
4.2.3.4,171
4.3.2.8,172
2.7.8.24,173
1.14.13.67,174
3.6.1.8,175
3.1.26.-,176
2.6.1.45,177
3.5.4.2,178
1.13.11.58,179
2.4.1.157,180
4.6.1.-,181
3.1.4.12,182
2.5.1.89,183
1.14.11.39,184
2.3.1.245,185
2.1.1.314,186
2.3.1.12,187
1.3.1.14,188
2.1.1.45,189
2.4.1.44,190
2.7.7.23,191
5.1.1.10,192
5.3.3.6,193
3.1.3.8,194
1.11.1.15,195
2.5.1.49,196
1.2.1.-,197
4.2.1.59,198
1.14.11.16,199
6.3.4.23,200
2.1.1.242,201
1.1.1.201,202
2.4.2.8,203
2.8.1.12,204
1.5.1.6,205
4.2.3.73,206
4.2.3.111,207
2.3.1.159,208
3.4.22.54,209
2.1.1.177,210
1.1.99.13,211
2.4.2.2,212
2.1.1.85,213
4.2.1.47,214
2.7.3.-,215
3.4.22.60,216
3.4.22.10,217
1.3.-.-,218
3.1.3.5,219
4.1.1.5,220
2.3.1.76,221
3.1.6.2,222
2.4.1.276,223
3.5.3.1,224
2.5.1.26,225
4.4.1.4,226
2.7.7.47,227
3.4.21.62,228
3.4.21.66,229
2.3.1.84,230
4.2.1.17,231
3.4.23.18,232
4.1.2.29,233
6.2.1.5,234
1.3.99.28,235
1.6.6.9,236
4.2.1.44,237
7.1.1.1,238
4.1.3.27,239
3.4.22.37,240
4.1.2.57,241
3.1.1.4,242
4.1.1.97,243
3.1.5.-,244
2.1.1.200,245
2.4.1.290,246
1.14.11.7,247
3.5.1.81,248
3.2.1.23,249
2.6.1.19,250
4.1.99.16,251
4.2.2.12,252
3.4.21.69,253
4.1.1.96,254
6.3.1.12,255
2.2.1.6,256
1.17.99.7,257
1.3.98.3,258
3.1.3.31,259
4.3.3.6,260
1.14.13.128,261
3.4.22.2,262
2.7.4.27,263
2.6.1.109,264
3.1.1.106,265
3.2.2.1,266
1.13.12.4,267
3.8.1.7,268
3.1.26.11,269
3.4.23.34,270
3.6.3.3,271
1.1.3.6,272
1.1.1.47,273
1.11.1.25,274
3.5.3.3,275
1.14.16.4,276
3.6.1.42,277
1.5.1.2,278
1.5.1.29,279
3.2.1.49,280
2.1.1.13,281
4.1.1.33,282
1.3.5.2,283
3.7.1.17,284
1.1.99.22,285
2.7.7.65,286
2.7.7.40,287
6.3.3.2,288
1.1.2.4,289
1.1.1.60,290
3.5.1.97,291
5.1.3.18,292
4.1.3.38,293
1.13.12.3,294
4.4.1.13,295
2.5.1.55,296
2.3.1.235,297
2.6.1.87,298
3.6.3.29,299
1.2.1.5,300
3.1.2.22,301
1.10.3.9,302
6.1.1.23,303
1.1.1.77,304
2.5.1.1,305
6.2.1.32,306
6.1.-.-,307
4.2.2.3,308
4.2.3.116,309
1.7.2.2,310
1.3.3.4,311
1.2.1.12,312
2.3.1.197,313
1.1.1.56,314
1.2.7.3,315
2.4.2.21,316
2.7.1.74,317
2.4.2.28,318
1.1.1.355,319
2.1.1.234,320
1.14.13.225,321
4.1.1.112,322
3.1.2.6,323
3.4.13.19,324
4.2.1.132,325
2.5.1.147,326
2.3.1.19,327
5.3.1.16,328
1.2.1.20,329
4.6.1.18,330
1.8.5.3,331
3.4.14.-,332
1.3.1.98,333
3.3.2.6,334
3.2.2.16,335
3.5.2.17,336
2.7.1.127,337
7.2.1.1,338
2.6.99.2,339
5.1.2.2,340
2.7.9.3,341
3.2.1.98,342
3.5.4.43,343
5.3.3.21,344
3.5.1.116,345
1.1.1.215,346
2.3.2.1,347
3.5.2.18,348
1.1.1.340,349
2.4.1.54,350
5.4.99.22,351
1.14.13.49,352
2.7.11.27,353
1.3.8.10,354
7.4.2.4,355
1.3.1.25,356
2.1.1.151,357
1.3.99.16,358
2.1.1.98,359
6.1.1.3,360
4.1.1.18,361
2.7.13.-,362
2.1.1.107,363
5.1.1.17,364
1.7.2.5,365
3.1.3.84,366
2.3.1.267,367
2.6.1.97,368
4.2.1.148,369
5.4.99.5,370
4.2.1.40,371
1.11.1.11,372
1.1.99.32,373
3.2.1.35,374
5.3.1.17,375
2.7.4.9,376
3.5.1.135,377
2.4.1.152,378
5.1.3.7,379
3.2.1.165,380
4.2.1.106,381
3.1.1.72,382
1.3.1.33,383
1.6.3.5,384
1.8.99.1,385
2.6.1.73,386
1.1.1.53,387
1.1.1.105,388
1.14.14.151,389
2.7.1.6,390
3.2.2.n1,391
4.1.1.23,392
7.4.2.8,393
1.1.1.362,394
4.1.1.83,395
2.8.2.20,396
2.8.1.8,397
1.14.13.195,398
3.1.3.12,399
2.6.1.106,400
1.14.15.21,401
3.5.99.7,402
1.10.2.2,403
2.3.1.182,404
6.1.1.12,405
3.4.24.24,406
5.1.2.7,407
1.1.1.388,408
3.7.1.5,409
1.14.19.70,410
3.1.3.22,411
2.4.1.252,412
3.5.3.15,413
3.5.2.1,414
2.3.3.10,415
1.14.15.7,416
1.14.11.-,417
1.14.11.55,418
1.14.11.2,419
1.3.99.33,420
3.4.24.77,421
3.4.21.88,422
2.1.1.210,423
1.2.1.62,424
1.1.1.108,425
1.5.8.4,426
1.14.14.11,427
4.2.3.25,428
2.7.7.48,429
1.12.1.3,430
2.1.2.13,431
1.13.11.4,432
1.1.1.7,433
4.1.99.18,434
2.1.1.229,435
1.2.1.58,436
2.1.3.3,437
2.5.1.131,438
3.4.11.-,439
2.7.7.8,440
2.1.1.213,441
3.2.2.21,442
1.14.12.13,443
3.4.23.20,444
2.1.1.220,445
6.2.1.64,446
2.1.1.74,447
2.7.1.189,448
2.1.1.197,449
2.7.8.8,450
1.14.19.69,451
4.2.1.10,452
5.1.3.26,453
2.3.2.2,454
2.7.7.12,455
2.1.1.57,456
6.3.2.13,457
3.2.1.103,458
2.1.4.1,459
3.2.1.20,460
5.1.99.4,461
5.1.3.15,462
5.2.1.8,463
4.1.3.30,464
3.5.1.46,465
1.1.1.283,466
4.2.1.51,467
2.7.9.4,468
2.7.1.168,469
1.10.9.1,470
2.3.2.24,471
2.6.1.99,472
2.4.2.41,473
